CRN,Course,Section,Title,Hours,Area of LLC,Type,Days,Time,Location,Instructor,Seats Still Available,STATUS,
"8350","CHEM 122","2","General Chemistry II","3","  AINW","Lec","MWF","0900-0950","LUTR 121","Shima, Sumie","48","Open",
"8351","CHEM 122","3","General Chemistry II","3","  AINW","Lec","MWF","1000-1050","FORBES 1022","Quinlan, Ronald","0","Closed",
"8352","CHEM 122","4","General Chemistry II","3","  AINW","Lec","TR","1330-1445","FORBES 2070D","Lasseter, Benjamin","0","Closed",
"8353","CHEM 122","5","General Chemistry II","3","  AINW","Lec","MWF","1300-1350","FORBES 2070D","Higgs, Andrew","0","Closed",
"8354","CHEM 122","6","General Chemistry II","3","  AINW","Lec","MWF","1400-1450","FORBES 2070D","Higgs, Andrew","0","Closed",
"8355","CHEM 122L","1","General Chemistry Lab II","1","  AINW","Lab","W","1300-1650","FORBES 3002","Shima, Sumie; Biehler, Erik","8","Open",
"8364","CHEM 122L","10","General Chemistry Lab II","1","  AINW","Lab","T","1800-2150","FORBES 3009","Hahn, Insu","0","Closed",
"8365","CHEM 122L","11","General Chemistry Lab II","1","  AINW","Lab","W","1800-2150","FORBES 3009","Amin, Mahmoud","0","Closed",
"8366","CHEM 122L","12","General Chemistry Lab II","1","  AINW","Lab","R","1800-2150","FORBES 3009","Hahn, Insu","0","Closed",
"8356","CHEM 122L","2","General Chemistry Lab II","1","  AINW","Lab","R","0830-1220","FORBES 3009","Shima, Sumie; Hobbs, Trevor","2","Open",
"8357","CHEM 122L","3","General Chemistry Lab II","1","  AINW","Lab","M","1300-1650","FORBES 3009","Abdel-Fattah, Tarek","6","Open",
"8358","CHEM 122L","4","General Chemistry Lab II","1","  AINW","Lab","W","1300-1650","FORBES 3009","Shima, Sumie; Hobbs, Trevor","6","Open",
"8359","CHEM 122L","5","General Chemistry Lab II","1","  AINW","Lab","T","1330-1720","FORBES 3002","Shima, Sumie; Biehler, Erik","0","Closed",
"8360","CHEM 122L","6","General Chemistry Lab II","1","  AINW","Lab","T","1330-1720","FORBES 3009","Shima, Sumie; Hobbs, Trevor","3","Open",
"8361","CHEM 122L","7","General Chemistry Lab II","1","  AINW","Lab","R","1330-1720","FORBES 3009","Abdel-Fattah, Tarek","2","Open",
"8362","CHEM 122L","8","General Chemistry Lab II","1","  AINW","Lab","R","1330-1720","FORBES 3002","Shima, Sumie; Biehler, Erik","1","Open",
"8363","CHEM 122L","9","General Chemistry Lab II","1","  AINW","Lab","M","1800-2150","FORBES 3009","Hahn, Insu","0","Closed",
"8367","CHEM 322","1","Organic Chemistry II","3","","Lec","MWF","0800-0850","MCM 101","Carney, Jeffrey","31","Open",
"8368","CHEM 322","2","Organic Chemistry II","3","","Lec","MWF","1200-1250","MCM 101","Liskin, Dmitry","7","Open",
"8369","CHEM 322","3","Organic Chemistry II","3","","Lec","MWF","1200-1250","FORBES 2070D","Brunke, Kathleen","11","Open",
"8370","CHEM 322L","1","Organic Chemistry Lab II","1","","Lab","T","0830-1220","FORBES 3052","Brunke, Kathleen","5","Open",
"8379","CHEM 322L","10","Organic Chemistry Lab II","1","","Lab","T","1330-1720","FORBES 3052","Higgs, Andrew","1","Open",
"8371","CHEM 322L","2","Organic Chemistry Lab II","1","","Lab","R","0830-1220","FORBES 3052","Brunke, Kathleen","0","Closed",
"8372","CHEM 322L","3","Organic Chemistry Lab II","1","","Lab","M","1300-1650","FORBES 3052","Liskin, Dmitry","2","Open",
"8373","CHEM 322L","4","Organic Chemistry Lab II","1","","Lab","W","1300-1650","FORBES 3052","Liskin, Dmitry","0","Closed",
"8374","CHEM 322L","5","Organic Chemistry Lab II","1","","Lab","R","1800-2150","FORBES 3052","Carney, Tiffany","0","Closed",
"8375","CHEM 322L","6","Organic Chemistry Lab II","1","","Lab","R","1330-1720","FORBES 3052","Higgs, Andrew","0","Closed",
"8376","CHEM 322L","7","Organic Chemistry Lab II","1","","Lab","M","1800-2150","FORBES 3052","Liskin, Dmitry","12","Open",
"8377","CHEM 322L","8","Organic Chemistry Lab II","1","","Lab","T","1800-2150","FORBES 3052","Carney, Tiffany","0","Closed",
"8378","CHEM 322L","9","Organic Chemistry Lab II","1","","Lab","W","1800-2150","FORBES 3052","Huff, Clay","9","Open",
"8380","CHEM 342","1","Physical Chemistry II","3","","Lec","MWF","1000-1050","FORBES 3048","Patterson, Joshua","14","Open",
"8381","CHEM 342L","1","Physical Chemistry Lab II","1","","Lab","W","1330-1720","FORBES 3048","Patterson, Joshua","20","Open",
"8382","CHEM 361","1","Analytical Chemistry","3","","Lec","MWF","1200-1250","MCM 114","Quinlan, Ronald","0","Closed",
"8383","CHEM 361L","1","Analytical  Chemistry Lab","1","","Lab","T","1330-1720","FORBES 3040","Klein, Geoffrey","1","Open",
"8384","CHEM 361L","2","Analytical  Chemistry Lab","1","","Lab","R","1330-1720","FORBES 3040","Quinlan, Ronald","3","Open",
"8385","CHEM 435","1","Nanochemistry &amp; Nanotechnology","3","","Lec","TR","1100-1215","FORBES 3048","Abdel-Fattah, Tarek","3","Open",
"8386","CHEM 470","1","Advanced Organic Chemistry","3","","Lec","TR","0930-1045","FORBES 1027","Carney, Jeffrey","7","Open",
"8387","CHEM 492","1","WI: POGIA-A Chemistry Capstone","3","  WI","Lec","R","1330-1600","FORBES 1027","Patterson, Joshua","9","Open",
"9277","CHEM 499","1","IND ST: Quant of the Intr Prop","2","","Ind","","","ARR ","Patterson, Joshua","0","Closed",
"9345","CHEM 499","2","IND ST: Phase Trans of Vesicle","2","","Ind","","","ARR ","Patterson, Joshua","0","Closed",
"9412","CHEM 499","3","IND ST: Positive Electrode Flm","2","","Ind","","","ARR ","Quinlan, Ronald","0","Closed",
"9416","CHEM 499","4","IND ST: VA Brewing Internship","1 - 3","","Ind","","","ARR ","Quinlan, Ronald","0","Closed",
"9424","CHEM 499","5","IND ST: Pharm Dif Anticonv Drg","1","","Ind","","","ARR ","Carney, Jeffrey","0","Closed",
"8340","CHEM 535","1","Nanochemistry &amp; Nanotechnology","3","","Lec","TR","1100-1215","FORBES 3048","Abdel-Fattah, Tarek","3","Open",
"8341","CHEM 570","1","Advanced Organic Chemistry","3","","Lec","TR","0930-1045","FORBES 1027","Carney, Jeffrey","3","Open",
"8618","CHIN 102","1","Beginning Chinese II","3","","Lec","MWF","1000-1050","MCM 200B","Smith, Jonathan","3","Open",
"8619","CHIN 102","2","Beginning Chinese II","3","","Lec","MWF","1200-1250","MCM 360","Smith, Jonathan","1","Open",
"8620","CHIN 112","1","Elementary Chinese Writing II","1","","Lec","M","0900-0950","MCM 112","Ma, Xin","16","Open",
"9397","CHIN 112","2","Elementary Chinese Writing II","1","","Lec","M","1500-1550","MCM 357","Ma, Xin","17","Open",
"8621","CHIN 202","1","Intermediate Chinese II","3","  LLFL","Lec","MWF","1300-1350","MCM 112","Ma, Xin","11","Open",
"8622","CHIN 212","1","Intermdiate Chinese Writing II","1","","Lec","W","0900-0950","MCM 112","Ma, Xin","16","Open",
"8623","CHIN 395","1","SPC TP: Grammar &amp; Composition","3","  LLFL","Lec","MWF","1400-1450","MCM 314","Smith, Jonathan","9","Open",
"9292","CLAR 234","1","Applied Music: Clarinet","2","","Lab","","","ARR ","Byerly, Michael","0","Closed",
"8624","CLST 101","1","Classicl Roots-American Cultur","3","  AIWT","Lec","MWF","1000-1050","MCM 160","Pollio, David","0","Closed",
"8625","CLST 201","1","The Mythic Imagination","3","  AIWT","Lec","MWF","1400-1450","MCM 257","Buszard, Bradley","0","Closed",
"8626","CLST 201","2","The Mythic Imagination","3","  AIWT","Lec","MWF","0900-0950","MCM 164","Adamitis, Jana","0","Closed",
"8627","CLST 201","3","The Mythic Imagination","3","  AIWT","Lec","MWF","1200-1250","MCM 164","Adamitis, Jana","0","Closed",
"8628","CLST 211","1","Ancient Athens","3","  AIWT","Lec","MWF","1400-1450","MCM 114","Padilla, Mark","0","Closed",
"8629","CLST 211","2","Ancient Athens","3","  AIWT","Lec","MWF","1500-1550","MCM 114","Padilla, Mark","0","Closed",
"8630","CLST 395","1","SPC TP: Sprt Spec in Ancient W","3","","Lec","MWF","1100-1150","MCM 160","Pollio, David","1","Open",
"8631","CLST 415","1","WI: Resisting Rome","3","  AIGM  WI","Lec","TR","1100-1215","MCM 112","Motta, Rosa","0","Closed",
"8120","COLL 140","1","The Transitional Learner","2","","Lec","TR","1330-1420","LUTR 242","Grubb, Brittany","0","Closed",
"8119","COLL 150","1","The Intentional Learner","2","","Lec","MW","1200-1250","MCM 260","Moody, Michelle","23","Open",
"9250","COLL 277","1","Internship: Course for Career","1","","Pra","","","ARR ","Westley, Elizabeth","14","Open",
"8840","COMM 201","1","Public Speaking","3","","Lec","TR","1800-1915","FORBES 3012","Hubbard, Jeanne","0","Closed",
"8841","COMM 201","2","Public Speaking","3","","Lec","TR","1800-1915","FORBES 2070A","Middleton, Robyn","1","Open",
"8842","COMM 201","3","Public Speaking","3","","Lec","TR","1630-1745","FORBES 2070A","Middleton, Robyn","0","Closed",
"8844","COMM 201","4","Public Speaking","3","","Lec","TR","1800-1915","LUTR 242","Petrovic-Mundzic, Ines","0","Closed",
"8847","COMM 201","5","Public Speaking","3","","Lec","TR","1630-1745","LUTR 242","Petrovic-Mundzic, Ines","0","Closed",
"8850","COMM 201","6","Public Speaking","3","","Lec","TR","1800-1915","FORBES 2070E","Koeckritz, Amber","0","Closed",
"8853","COMM 201","7","Public Speaking","3","","Lec","TR","1930-2045","FORBES 2070E","Koeckritz, Amber","12","Open",
"8854","COMM 201","8","Public Speaking","3","","Lec","M","1930-2215","LUTR 139","Wroten, Amanda","5","Open",
"8855","COMM 211","1","Interpersonal Communication","3","","Lec","MWF","1100-1150","FORBES 2074","Lane, Brianna","0","Closed",
"8856","COMM 211","2","Interpersonal Communication","3","","Lec","MWF","1500-1550","FORBES 2074","Lane, Brianna","0","Closed",
"8858","COMM 222","1","Media, Culture, and Technology","3","","Lec","TR","1330-1445","MCM 101","Billinson, Jennifer","0","Closed",
"8862","COMM 232","1","Comm through Digital Techn","3","  AICE","Lec","MWF","1100-1150","LUTR 347","Sarkissian, Raffi","0","Closed",
"8863","COMM 232","2","Comm through Digital Techn","3","  AICE","Lec","MWF","1200-1250","LUTR 347","Sarkissian, Raffi","1","Open",
"8867","COMM 239","1","Argumentation","3","  LLFR","Lec","TR","2100-2215","FORBES 3012","Hubbard, Jeanne","1","Open",
"8869","COMM 239","2","Argumentation","3","  LLFR","Lec","MWF","1000-1050","FORBES 2088","Connable, Sean","0","Closed",
"8873","COMM 239","3","Argumentation","3","  LLFR","Lec","MWF","1100-1150","FORBES 2088","Connable, Sean","0","Closed",
"8874","COMM 239","4","Argumentation","3","  LLFR","Lec","TR","1930-2045","LUTR 242","Petrovic-Mundzic, Ines","1","Open",
"8875","COMM 239","5","Argumentation","3","  LLFR","Lec","TR","1100-1215","FORBES 2070A","Bernabo, Laurena","0","Closed",
"8877","COMM 239","6","Argumentation","3","  LLFR","Lec","MWF","0900-0950","FORBES 2014","Guitar, Joshua","0","Closed",
"8879","COMM 249","1","Introduction to Rhetoric","3","  AIWT","Lec","MWF","1400-1450","FORBES 2014","Connable, Sean","0","Closed",
"8882","COMM 249","2","Introduction to Rhetoric","3","  AIWT","Lec","MWF","1500-1550","FORBES 2014","Connable, Sean","0","Closed",
"8888","COMM 249","3","Introduction to Rhetoric","3","  AIWT","Lec","TR","1100-1215","FORBES 3012","Smith, James","0","Closed",
"8890","COMM 301","1","Nonverbal Communication","3","","Lec","MW","1800-1915","FORBES 2074","Goen, Todd","0","Closed",
"8891","COMM 301","2","Nonverbal Communication","3","","Lec","MW","1600-1715","FORBES 2074","Goen, Todd","0","Closed",
"8892","COMM 318","1","Quant Rrsch Mthds in Comm","3","","Lec","MWF","0900-0950","MCM 110","Lane, Brianna","0","Closed",
"8893","COMM 322","1","Communication &amp; Social Media","3","","Lec","TR","0930-1045","FORBES 2070A","Bernabo, Laurena","0","Closed",
"8894","COMM 322","2","Communication &amp; Social Media","3","","Lec","MWF","0800-0850","FORBES 2014","Guitar, Joshua","0","Closed",
"8895","COMM 326","1","Media Audiences","3","","Lec","MWF","1200-1250","FORBES 2014","Guitar, Joshua","0","Closed",
"8896","COMM 326","2","Media Audiences","3","","Lec","TR","1330-1445","FORBES 3012","Bernabo, Laurena","0","Closed",
"8897","COMM 330","1","Commnctng Gender, Race &amp; Class","3","","Lec","MWF","1000-1050","FORBES 3014","Stern, Danielle","0","Closed",
"8898","COMM 330","2","Commnctng Gender, Race &amp; Class","3","","Lec","MWF","0900-0950","FORBES 3014","Stern, Danielle","0","Closed",
"8899","COMM 333","0","Rhetorical Criticism","3","","Lec","TR","0930-1045","FORBES 3012","Smith, James","0","Closed",
"8900","COMM 340","1","Intercultural Communication","3","  AIGM","Lec","MWF","1400-1450","FORBES 3014","Guitar, Joshua","0","Closed",
"8901","COMM 340","2","Intercultural Communication","3","  AIGM","Lec","TR","1500-1615","FORBES 3012","Bernabo, Laurena","0","Closed",
"8902","COMM 341","1","Rhetoric of Social Movements","3","","Lec","TR","1500-1615","FERG 221","Sery, Joseph","1","Open",
"8903","COMM 341","2","Rhetoric of Social Movements","3","","Lec","TR","1330-1445","FERG 221","Sery, Joseph","1","Open",
"8904","COMM 350","1","Media Criticism","3","","Lec","MW","1600-1715","MCM 314","Sarkissian, Raffi","0","Closed",
"8905","COMM 350","2","Media Criticism","3","","Lec","MW","1800-1915","MCM 314","Sarkissian, Raffi","0","Closed",
"8906","COMM 352","1","WI: Philosophy &amp; Communication","3","  WI","Lec","TR","0930-1045","FORBES 3014","Steiner, Mark","0","Closed",
"8907","COMM 352","2","WI: Philosophy &amp; Communication","3","  WI","Lec","TR","1100-1215","FORBES 3014","Steiner, Mark","0","Closed",
"9431","COMM 352","3","WI: Philosophy &amp; Communication","3","  WI","Lec","MW","1800-1915","LUTR 131","Wroten, Amanda","0","Closed",
"8908","COMM 360","1","Health &amp; Medical Communication","3","","Lec","TR","0930-1045","TRIB 1210","Veksler, Alice","0","Closed",
"8909","COMM 433","1","Rhetorical Theory","3","","Lec","TR","1100-1215","TRIB 208","Sery, Joseph","0","Closed",
"8910","COMM 452","1","WI: Sr Research in Comm","3","  WI","Lec","TR","1500-1615","MCM 160","Billinson, Jennifer","0","Closed",
"8911","COMM 452","2","WI: Sr Research in Comm","3","  WI","Lec","MW","1930-2045","FORBES 2074","Goen, Todd","0","Closed",
"8912","COMM 452","3","WI: Sr Research in Comm","3","  WI","Lec","TR","1100-1215","MCM 257","Meyer, Michaela","0","Closed",
"8913","COMM 452","4","WI: Sr Research in Comm","3","  WI","Lec","TR","1330-1445","FORBES 2088","Smith, James","0","Closed",
"8914","COMM 452","5","WI: Sr Research in Comm","3","  WI","Lec","MWF","1300-1350","LUTR 131","Stern, Danielle","0","Closed",
"8915","COMM 491","1","Practicum in Communication","1 - 3","","Pra","","","ARR ","Goen, Todd","0","Closed",
"9414","COMM 499","1","IND ST: Human Sex Trafficking","2","","Ind","","","ARR ","Guitar, Joshua","0","Closed",
"9293","COMP 132","1","Applied Music: Composition","1","","Lab","","","ARR ","Tfirn, Maxwell","0","Closed",
"9350","COMP 231","1","Applied Music: Composition","1","","Lab","","","ARR ","Tfirn, Maxwell","0","Closed",
"9294","COMP 232","1","Applied Music: Composition","1","","Lab","","","ARR ","Tfirn, Maxwell","0","Closed",
"9295","COND 533","1","Applied Music: Conducting","2","","Lab","","","ARR ","Reimer, Mark","0","Closed",
"9220","CPEN 214","2","Digital Logic Design","3","","Lec","MWF","1300-1350","LUTR 242","Vanashi, Hessam","0","Closed",
"8003","CPEN 315","1","Digital System Design","3","","Lec","TR","0930-1045","LUTR 264","Gerousis, Costa","9","Open",
"8004","CPEN 315L","1","Digital System Design Lab","1","","Lab","M","1800-2045","LUTR 206","Fernandez, Jose","5","Open",
"8005","CPEN 315L","2","Digital System Design Lab","1","","Lab","M","1500-1745","LUTR 206","Wang, Dali","6","Open",
"8006","CPEN 371","1","WI: Computer Ethics","2","  WI","Lec","MW","1600-1650","LUTR 322","Valdez, Katherine","0","Closed",
"8007","CPEN 371","2","WI: Computer Ethics","2","  WI","Lec","MW","1500-1550","LUTR 322","Valdez, Katherine","0","Closed",
"8008","CPEN 371","3","WI: Computer Ethics","2","  WI","Lec","MW","1400-1450","LUTR 322","Valdez, Katherine","0","Closed",
"8009","CPEN 414","1","Computer Architecture","3","","Lec","TR","1330-1445","LUTR 264","Gerousis, Costa","8","Open",
"8010","CPEN 422","1","Microprocessors","3","","Lec","TR","1500-1615","LUTR 204","Wang, Dali","2","Open",
"8011","CPEN 498","1","WI:Comput Engnrng Capstone","1 - 3","  WI","Ind","MWF","1100-1150","LUTR 322","Riedl, Anton","4","Open",
"8012","CPSC 110","1","Introduction to Computing","3","  LLFR","Lec","MW","1800-1915","LUTR 258","Hawkins, Kenneth","1","Open",
"8013","CPSC 110","2","Introduction to Computing","3","  LLFR","Lec","MW","1930-2045","LUTR 258","Hawkins, Kenneth","1","Open",
"8014","CPSC 110","3","Introduction to Computing","3","  LLFR","Lec","MW","2100-2215","LUTR 258","Hawkins, Kenneth","24","Open",
"8015","CPSC 110","4","Introduction to Computing","3","  LLFR","Lec","MWF","1500-1550","LUTR 258","Zhang, Ming","3","Open",
"8016","CPSC 110","5","Introduction to Computing","3","  LLFR","Lec","MWF","1400-1450","LUTR 258","Zhang, Ming","1","Open",
"8017","CPSC 150","1","Introduction to Programming","3","  LLFR","Lec","MWF","1300-1350","LUTR 236","Almalag, Mohammad","1","Open",
"8018","CPSC 150","2","Introduction to Programming","3","  LLFR","Lec","MWF","1400-1450","LUTR 236","Poursardar, Faryaneh","2","Open",
"8019","CPSC 150","3","Introduction to Programming","3","  LLFR","Lec","MWF","0900-0950","LUTR 236","Poursardar, Faryaneh","1","Open",
"9366","CPSC 150","4","Introduction to Programming","3","  LLFR","Lec","MWF","1500-1550","LUTR 236","Rogers, Deborah","3","Open",
"8020","CPSC 150L","1","Intro to Programming Lab","1","","Lab","T","1330-1515","LUTR 323","Almalag, Mohammad; Wiss, Victor","0","Closed",
"8021","CPSC 150L","2","Intro to Programming Lab","1","","Lab","W","1600-1745","LUTR 323","Almalag, Mohammad; Wiss, Victor","0","Closed",
"8022","CPSC 150L","3","Intro to Programming Lab","1","","Lab","W","1930-2115","LUTR 323","Almalag, Mohammad; Wiss, Victor","0","Closed",
"8023","CPSC 215","1","Software Pkgs-Busn Applcations","3","","Lec","MW","1800-1915","LUTR 105","Leybold, Alan","0","Closed",
"8024","CPSC 215","2","Software Pkgs-Busn Applcations","3","","Lec","MW","1930-2045","LUTR 105","Leybold, Alan","0","Closed",
"8025","CPSC 215","3","Software Pkgs-Busn Applcations","3","","Lec","MWF","1300-1350","LUTR 109","McClenney, David","0","Closed",
"8026","CPSC 215","4","Software Pkgs-Busn Applcations","3","","Lec","MW","1600-1715","LUTR 105","McClenney, David","0","Closed",
"8027","CPSC 215","5","Software Pkgs-Busn Applcations","3","","Lec","MWF","0900-0950","LUTR 109","Baird, Amy","0","Closed",
"8028","CPSC 215","6","Software Pkgs-Busn Applcations","3","","Lec","MWF","0800-0850","LUTR 109","Baird, Amy","0","Closed",
"8029","CPSC 216","1","Multimedia and Web Publishing","3","","Lec","MWF","1100-1150","LUTR 109","Baird, Amy","0","Closed",
"8030","CPSC 216","2","Multimedia and Web Publishing","3","","Lec","MWF","1000-1050","LUTR 109","Baird, Amy","0","Closed",
"8031","CPSC 250","1","Progrmng for Data Manipulation","3","","Lec","MWF","1000-1050","LUTR 236","McElfresh, Scott","0","Closed",
"8032","CPSC 250","2","Progrmng for Data Manipulation","3","","Lec","MW","1600-1715","LUTR 236","Poursardar, Faryaneh","1","Open",
"8033","CPSC 250","3","Progrmng for Data Manipulation","3","","Lec","TR","1630-1745","LUTR 236","Lambert, Lynn","0","Closed",
"8034","CPSC 250","4","Progrmng for Data Manipulation","3","","Lec","TR","1500-1615","LUTR 236","Phelps, William","4","Open",
"8035","CPSC 250","5","Progrmng for Data Manipulation","3","","Lec","TR","1100-1215","LUTR 236","Phelps, William","0","Closed",
"9221","CPSC 250","6","Progrmng for Data Manipulation","3","","Lec","MWF","1100-1150","LUTR 236","McElfresh, Scott","1","Open",
"8036","CPSC 250L","1","Prog for Data Manipulation Lab","1","","Lab","W","1930-2115","LUTR 236","Conner, David; Hill, Jonathan","2","Open",
"8037","CPSC 250L","2","Prog for Data Manipulation Lab","1","","Lab","W","1200-1345","LUTR 323","Selfridge, Justin","0","Closed",
"8038","CPSC 250L","3","Prog for Data Manipulation Lab","1","","Lab","F","1200-1345","LUTR 323","McElfresh, Scott; Hill, Jonathan","4","Open",
"8039","CPSC 250L","4","Prog for Data Manipulation Lab","1","","Lab","R","1800-1945","LUTR 323","Conner, David; Hill, Jonathan","0","Closed",
"8040","CPSC 250L","5","Prog for Data Manipulation Lab","1","","Lab","T","1800-1945","LUTR 323","McElfresh, Scott","0","Closed",
"8041","CPSC 250L","6","Prog for Data Manipulation Lab","1","","Lab","R","1330-1515","LUTR 323","Conner, David","2","Open",
"8042","CPSC 255","1","Programming for Applications","3","","Lec","MW","1800-1915","LUTR 236","Conner, David","0","Closed",
"9284","CPSC 255","2","Programming for Applications","3","","Lec","TR","1800-1915","LUTR 236","Lambert, Lynn","0","Closed",
"9436","CPSC 255","3","Programming for Applications","3","","Lec","TR","1930-2045","LUTR 236","Lambert, Lynn","15","Open",
"8043","CPSC 270","1","Data and File Structures","3","","Lec","MWF","0800-0850","LUTR 236","Siochi, Antonio","4","Open",
"8044","CPSC 270","2","Data and File Structures","3","","Lec","TR","1330-1445","LUTR 236","Siochi, Antonio","2","Open",
"8045","CPSC 280","1","Intro to Software Engineering","3","","Lec","TR","0930-1045","LUTR 323","Flores, Roberto","0","Closed",
"8046","CPSC 280","2","Intro to Software Engineering","3","","Lec","TR","0800-0915","LUTR 323","Flores, Roberto","10","Open",
"9219","CPSC 295","1","SPC TP: Competitive &amp; Team Prg","1","","Lec","W","1500-1550","LUTR 323","Almalag, Mohammad","11","Open",
"8047","CPSC 327","1","C++ Programming","3","","Lec","MWF","1000-1050","LUTR 258","Perkins, Keith","0","Closed",
"9223","CPSC 327","2","C++ Programming","3","","Lec","MWF","1400-1450","LUTR 323","Selfridge, Justin","0","Closed",
"8048","CPSC 335","1","Data Communication Systems","3","","Lec","TR","1800-1915","FORBES 2074","Cheney, Lonnie","0","Closed",
"8049","CPSC 351","1","Info Sys Design/Implementation","3","","Lec","TR","0930-1045","LUTR 258","Kreider, Christopher","0","Closed",
"8050","CPSC 360","1","Programming Language Concepts","3","","Lec","MWF","1100-1150","LUTR 258","Poursardar, Faryaneh","18","Open",
"8051","CPSC 410","1","Operating Systems I","3","","Lec","TR","0800-0915","LUTR 236","Perkins, Keith","6","Open",
"8052","CPSC 410","2","Operating Systems I","3","","Lec","TR","0930-1045","LUTR 236","Perkins, Keith","1","Open",
"8053","CPSC 420","1","Algorithms","3","","Lec","MW","1600-1715","FORBES 2090","Zhang, Ming","3","Open",
"8054","CPSC 420","2","Algorithms","3","","Lec","MW","1800-1915","LUTR 323","Zhang, Ming","7","Open",
"8055","CPSC 425","1","Object Oriented Program &amp; Dsgn","3","","Lec","MW","1600-1715","LUTR 258","Flores, Roberto","9","Open",
"8056","CPSC 428","1","Network Security &amp; Cryptogrphy","3","","Lec","TR","1500-1615","LUTR 258","Kreider, Christopher","0","Closed",
"8057","CPSC 440","1","Database Management Systems","3","","Lec","TR","1930-2045","LUTR 258","Johnson, Michael","0","Closed",
"8058","CPSC 445","1","WI: Information Systems Lab","3","  WI","Ind","MWF","1300-1350","LUTR 258","Kreider, Christopher","0","Closed",
"8059","CPSC 472","1","Introduction to Robotics","3","","Lec","MWF","1500-1550","LUTR 347","Conner, David","7","Open",
"8060","CPSC 475","1","Android Mobile Computing","3","","Lec","TR","1630-1745","LUTR 258","Perkins, Keith","5","Open",
"8061","CPSC 498","1","Capstone Project-Comp Science","3","","Lec","TR","1100-1215","LUTR 258","Kreider, Christopher","0","Closed",
"8062","CPSC 498","2","Capstone Project-Comp Science","3","","Lec","TR","1330-1445","LUTR 258","McElfresh, Scott","6","Open",
"8063","CPSC 502","1","Communications I","3","","Lec","MWF","0900-0950","LUTR 323","Almalag, Mohammad","9","Open",
"8064","CPSC 521","1","Computer Architecture","3","","Lec","TR","1330-1445","LUTR 264","Gerousis, Costa","6","Open",
"8065","CPSC 525","1","Obj Oriented Program &amp; Design","3","","Lec","MW","1600-1715","LUTR 258","Flores, Roberto","5","Open",
"8066","CPSC 575","1","Mobile Computing","3","","Lec","TR","1630-1745","LUTR 258","Perkins, Keith","3","Open",
"9432","CPSC 599","1","IND ST: Malware Analysis","3","","Ind","","","ARR ","Kreider, Christopher","0","Closed",
"8425","DANC 204","1","Ballet I","3","  AICE","Lec","MW","0930-1045","FERG T177","Staff, CNU","0","Closed",
"8426","DANC 204","2","Ballet I","3","  AICE","Lec","TR","1330-1445","FERG T177","Lloyd, Laura","0","Closed",
"8423","DANC 205","1","Classic Jazz Technique","3","  AICE","Lec","TR","1630-1745","FERG T177","Staff, CNU","0","Closed",
"8427","DANC 205","2","Classic Jazz Technique","3","  AICE","Lec","MW","1100-1215","FERG T177","Staff, CNU","0","Closed",
"8428","DANC 206","1","Modern Dance I","3","  AICE","Lec","TR","0930-1045","FERG T177","Mazzocca, Ann","0","Closed",
"8429","DANC 206","2","Modern Dance I","3","  AICE","Lec","MW","1600-1715","FERG T177","Staff, CNU","0","Closed",
"8430","DANC 304","1","Ballet II","3","","Lec","MW","1300-1415","FERG T177","Lloyd, Laura","1","Open",
"8424","DANC 306","1","Modern II","3","","Lec","TR","1100-1215","FERG T177","Mazzocca, Ann","12","Open",
"8431","DANC 360","1","Afro-Caribbean","3","  AIGM","Lec","TR","1500-1615","FERG T177","Mazzocca, Ann","0","Closed",
"8432","DANC 381","1","Production in Dance","0 - 1","","Lab","","","ARR ","Mazzocca, Ann","0","Closed",
"8433","DANC 430","1","Advanced Dance Styles","3","","Lec","MW","1430-1545","FERG T177","Lloyd, Laura","2","Open",
"8779","ECON 200","1","The Economic Way of Thinking","3","  LLFE","Lec","MWF","1300-1350","LUTR 137","Taghvatalab, Sara","0","Closed",
"8780","ECON 200","2","The Economic Way of Thinking","3","  LLFE","Lec","MWF","1400-1450","LUTR 137","Taghvatalab, Sara","0","Closed",
"8785","ECON 200","3","The Economic Way of Thinking","3","  LLFE","Lec","MWF","1400-1450","LUTR 242","Kotula, Gemma","0","Closed",
"8786","ECON 200","4","The Economic Way of Thinking","3","  LLFE","Lec","MWF","1500-1550","LUTR 242","Kotula, Gemma","0","Closed",
"8787","ECON 200","5","The Economic Way of Thinking","3","  LLFE","Lec","MW","1800-1915","MCM 262","Chakraborti, Rik","0","Closed",
"8788","ECON 200","6","The Economic Way of Thinking","3","  LLFE","Lec","MW","1930-2045","MCM 262","Chakraborti, Rik","0","Closed",
"8789","ECON 201","1","Principles of Macroeconomics","3","  LLFE","Lec","TR","1330-1445","LUTR 121","Winder, Robert","0","Closed",
"8790","ECON 201","2","Principles of Macroeconomics","3","  LLFE","Lec","MWF","1100-1150","LUTR 121","Kotula, Gemma","0","Closed",
"8792","ECON 201","3","Principles of Macroeconomics","3","  LLFE","Lec","T","1800-2045","LUTR 137","Mashayekh, Ahmad","0","Closed",
"8793","ECON 201","4","Principles of Macroeconomics","3","  LLFE","Lec","W","1800-2045","FORBES 2070A","Harford, Joshua","0","Closed",
"8795","ECON 201","5","Principles of Macroeconomics","3","  LLFE","Lec","R","1800-2045","LUTR 137","Mashayekh, Ahmad","0","Closed",
"8804","ECON 202","1","Principles of Microeconomics","3","  LLFE","Lec","TR","1630-1745","FORBES 1022","He, Zhaochen","8","Open",
