CRN,Course,Section,Title,Hours,Area of LLC,Type,Days,Time,Location,Instructor,Seats Still Available,STATUS,
"8211","MKTG 460","2","Integrated Marketing Communic","3","","Lec","TR","1100-1215","LUTR 142","Hettche, Matthew","0","Closed",
"8815","MLAN 207","ON1","International Cinema","3","  AICE","Lec","TR","1100-1215","SYN ","Gordon, Rocio","0","Closed",
"8816","MLAN 310","1","WI:Texts in Context","3","  AICE  WI","Lec","TR","1330-1445","FORBES 2070A","Finley, Sarah","3","Open",
"8813","MLAN 470","1","Teaching Modern Languages","3","","Lec","M","1600-1845","MCM 364","Grau, Michelle","4","Open",
"8814","MLAN 490","1","WI: Capstone Crse-Modern Lang","3","  WI","Lec","MWF","1100-1150","TRIB 2309","Mulryan, Michael","1","Open",
"8811","MLAN 511","1","Advanced Strategies in TESOL","3","","Lec","T","1630-1915","MCM 200D","Grau, Michelle","3","Open",
"8812","MLAN 570","1","Teaching Modern Languages","3","","Lec","M","1600-1845","MCM 364","Grau, Michelle","3","Open",
"8409","MLSC 101","1F","Leadership/Personal Developmen","2","","Lec","TR","0800-0915","FRMN 201","McBroom-Teasley, Ronald","7","Open",
"8410","MLSC 101L","1F","Leadership Lab","1","","Lab","W","1500-1715","FRMN 201","McBroom-Teasley, Ronald","7","Open",
"8411","MLSC 201","1","Innovative Team Leadership","2","","Lec","TR","0930-1045","LUTR 264","Beltran, Oscar","1","Open",
"9369","MLSC 201","2","Innovative Team Leadership","2","","Ind","","","ARR ","Beltran, Oscar","0","Closed",
"8412","MLSC 201L","1","Leadership Lab","1","","Lab","W","1500-1715","FRMN T113","Beltran, Oscar","0","Closed",
"9370","MLSC 201L","2","Leadership Lab","1","","Ind","","","ARR ","Beltran, Oscar","0","Closed",
"9280","MLSC 295","1","SPC TP: Military Ethical Ldsp","3","","Lec","MWF","0900-0950","MCM 200D","Pacella, Michael","6","Open",
"8413","MLSC 301","1","Adaptive Team Leadership","3","","Lec","TR","1100-1215","MCM 112","Relation, Brian","0","Closed",
"8414","MLSC 301L","1","Leadership Lab","1","","Lab","W","1500-1715","MCM 112","Relation, Brian","1","Open",
"8415","MLSC 401","1","Developing Adaptive Leaders","3","","Lec","TR","1330-1445","MCM 160","Malcomb, Dylan","1","Open",
"8416","MLSC 401L","1","Leadership Lab","1","","Lab","W","1500-1715","MCM 212","Malcomb, Dylan","1","Open",
"8809","MUSC 012","1M","Performance Attendance","0","","Fie","","","ARR ","Reimer, Mark","28","Open",
"9009","MUSC 014","1","Clarinet Masterclass","0","","Lab","T","1000-1050","FERG 220","Byerly, Michael","0","Closed",
"9020","MUSC 014","12","Trumpet Masterclass","0","","Lab","W","1200-1250","FERG P136","Rossum, Kelly","0","Closed",
"9021","MUSC 014","13","Voice Masterclass","0","","Lab","W","1200-1250","FERG T132","McGuire, John","0","Closed",
"9022","MUSC 014","14","Voice Masterclass","0","","Lab","W","1200-1250","FERG A183","Holland, Rachel","0","Closed",
"9023","MUSC 014","15","Woodwinds Masterclass","0","","Lab","","","ARR ","Fatek, David","0","Closed",
"9024","MUSC 014","16","Woodwinds Masterclass","0","","Lab","M","1900-1950","FERG 220","Longmire, Kelly","0","Closed",
"9025","MUSC 014","17","Woodwinds Masterclass","0","","Lab","","","ARR ","Kim, Bokyung","0","Closed",
"9026","MUSC 014","18","Organ Masterclass","0","","Lab","","","ARR ","Cook, Stephen","0","Closed",
"9027","MUSC 014","19","Bassoon Masterclass","0","","Lab","","","ARR ","Savige, David","0","Closed",
"9010","MUSC 014","2","Composition Masterclass","0","","Lab","W","1200-1250","FERG 213","Tfirn, Maxwell","0","Closed",
"9028","MUSC 014","20","Euphonium Masterclass","0","","Lab","M","1400-1450","ARR ","Cipriano, James","0","Closed",
"9013","MUSC 014","5","Horn Masterclass","0","","Lab","","","ARR ","Shawger, John","0","Closed",
"9014","MUSC 014","6","Trombone Masterclass","0","","Lab","","","ARR ","Espy, Christopher","0","Closed",
"9016","MUSC 014","8","Piano Masterclass","0","","Lab","F","1300-1350","FERG A183","Corbin, Benjamin","0","Closed",
"9017","MUSC 014","9","Strings Masterclass","0","","Lab","W","1200-1250","FERG 220","Tews, Jacob","0","Closed",
"9015","MUSC 014","ON1","Percussion Masterclass","0","","Lab","","","SYN ","Jacobson, James","0","Closed",
"9018","MUSC 014","ON2","Strings Masterclass","0","","Lab","","","ARR ","Pike, Anastasia","0","Closed",
"8810","MUSC 100","1","University Chorale","1","  AICE","Lab","TR","1630-1745","FERG P170","Irving, John","2","Open",
"8830","MUSC 101","1","Wind Ensemble","1","  AICE","Lab","TR","1630-1820","FERG P136","Reimer, Mark","24","Open",
"8831","MUSC 102","1","University Orchestra","1","  AICE","Lab","TR","1620-1820","FERG T132","Tews, Jacob","11","Open",
"8832","MUSC 103","1","Jazz Ensemble","1","  AICE","Lab","MWF","1300-1350","FERG P136","Rossum, Kelly","0","Closed",
"8833","MUSC 104","1","Chamber Ensemble","1","","Lab","WF","1100-1150","FERG P136","Corbin, Benjamin","9","Open",
"8834","MUSC 104","2","Chamber Ensemble","1","","Lab","MF","1200-1250","FERG T132","Tfirn, Maxwell","13","Open",
"8835","MUSC 105","1","Chamber Choir","1","  AICE","Lab","MWF","1300-1430","FERG P170","Irving, John","10","Open",
"8836","MUSC 107","1","Opera CNU","1","","Lab","MWF","1500-1700","FERG T132","McGuire, John","22","Open",
"8838","MUSC 112","1","Marching Band","1","  AICE","Lab","MWF","1600-1750","ARR ","Lopez, John","81","Open",
"9430","MUSC 112","2","Marching Band","1","  AICE","Lab","MWF","1600-1750","ARR ","Lopez, John","49","Open",
"9431","MUSC 112","3","Marching Band","1","  AICE","Lab","MWF","1600-1750","ARR ","Lopez, John","49","Open",
"9432","MUSC 112","4","Marching Band","1","  AICE","Lab","MWF","1600-1750","ARR ","Lopez, John","4","Open",
"9433","MUSC 112","5","Marching Band","1","  AICE","Lab","MWF","1600-1750","ARR ","Lopez, John","49","Open",
"9462","MUSC 112","6","Marching Band","1","  AICE","Lab","MWF","1600-1750","ARR ","Lopez, John","49","Open",
"9463","MUSC 112","7","Marching Band","1","  AICE","Lab","MWF","1600-1750","ARR ","Lopez, John","49","Open",
"8839","MUSC 115","1","Elementary Keyboard Skills","1","","Lab","TR","1100-1215","FERG 213","Tomassetti, Elizabeth","0","Closed",
"8840","MUSC 115","2","Elementary Keyboard Skills","1","","Lab","TR","0800-0915","FERG 213","Tomassetti, Elizabeth","6","Open",
"9317","MUSC 135","1","Music Fundamentals","1","","Lec","M","0800-0850","FERG T132","Daniel, Suzanne","3","Open",
"9318","MUSC 136","ON1","Elements of Music: Music Thtr","3","","Lec","MWF","1000-1050","SYN ","Hamm, Chelsey","8","Open",
"9319","MUSC 138","1","Elmntry Keybrd Skills: Musc Th","1","","Lab","TR","1630-1745","FERG 213","Kim, Seung-Hye","2","Open",
"9320","MUSC 143","1","Aural Skills I: Music Theatre","1","","Lab","TR","1100-1215","POPE 109","Daniel, Suzanne","9","Open",
"8842","MUSC 200","1","Music Technology","1","","Lec","MWF","1000-1050","FERG 213","Tfirn, Maxwell","0","Closed",
"8843","MUSC 209","1C","Aural Skills I","1","","Lab","TR","0800-0915","POPE 109","Tews, Jacob","0","Closed",
"8847","MUSC 211","ON1","Elements of Music","3","","Lec","MWF","0900-0950","SYN ","Hamm, Chelsey","2","Open",
"8849","MUSC 215","1","Advanced Keyboard Skills","1","","Lab","TR","0930-1045","FERG 213","Kim, Seung-Hye","7","Open",
"8850","MUSC 215","2","Advanced Keyboard Skills","1","","Lab","TR","1500-1615","FERG 213","Kim, Seung-Hye","7","Open",
"8851","MUSC 220","1","Brass Instrument Techniques","1","","Lec","TR","1330-1445","FERG P136","Lopez, John","9","Open",
"9314","MUSC 240","1","Percussion Techniques","1","","Lab","MWF","0900-0950","FERG P136","Amman, Scott","12","Open",
"8852","MUSC 260","1","Voice Techniques","1","","Lab","MWF","1100-1150","POPE 109","Irving, John","11","Open",
"8853","MUSC 265","1","Foreign Language Diction I","1","","Lec","MWF","1100-1150","FERG A183","Holland, Rachel","3","Open",
"8854","MUSC 303","1","History of Western Music I","3","","Lec","TR","1100-1215","FERG P136","Doleac, Benjamin","4","Open",
"8855","MUSC 305","1","History of Western Music III","3","","Lec","TR","1500-1615","FORBES 3012","Doleac, Benjamin","1","Open",
"8856","MUSC 309","1","Advanced Aural Skills I","1","","Lab","TR","1330-1445","POPE 109","Tews, Jacob","4","Open",
"8857","MUSC 309","2","Advanced Aural Skills I","1","","Lab","TR","1330-1445","FERG 210","McNeill, Michael","1","Open",
"8858","MUSC 311","ON1","Chromatic Harmony","3","","Lec","MWF","0800-0850","SYN ","Hamm, Chelsey","11","Open",
"8859","MUSC 314","1","Princ of Choral Conducting","3","","Lec","MWF","0900-0950","FERG A183","Irving, John","10","Open",
"8860","MUSC 315","ON1","Aesthtcs &amp; Techniqs Music Tech","3","  AICE","Lec","MWF","1100-1150","SYN ","Tfirn, Maxwell","3","Open",
"8861","MUSC 316","1","Princ Instrumental Conducting","3","","Lec","MWF","1000-1050","FERG A183","Reimer, Mark","0","Closed",
"8862","MUSC 337","1","WI:Music in Elementary Schools","3","  WI","Lec","TR","1100-1215","FERG A183","Ankney, Kimberly","4","Open",
"8863","MUSC 411","1","Post-Tonal Theory","3","","Lec","","","ARR ","Tfirn, Maxwell","18","Open",
"9261","MUSC 415","1","Orchestration","1","","Lec","R","0930-1045","FERG A183","Tfirn, Maxwell","6","Open",
"8864","MUSC 450","1","Vocal Literature","3","","Lec","MWF","1000-1050","ARR ","Holland, Rachel","18","Open",
"8825","MUSC 510","ON1","Foundations of Music Education","3","","Lec","TR","1330-1445","SYN ","Ankney, Kimberly","14","Open",
"8817","MUSC 520","1","Choral Literature &amp; Conducting","3","","Lec","MW","1600-1715","FERG 220","Irving, John","13","Open",
"8818","MUSC 530","1","Wind Literature &amp; Conducting","3","","Lec","TR","1500-1615","FERG A183","Reimer, Mark","4","Open",
"8820","MUSC 545","1","Contemporary Skills &amp; Issues","3","","Lec","M","1730-2015","FERG 210","Ankney, Kimberly","9","Open",
"8821","MUSC 580","1","Jazz Ensemble Techniques","1","","Lec","T","2000-2115","FERG 210","McNeill, Michael","9","Open",
"9270","NEUR 201","ON1","Introduction of Neuroscience","3","","Lec","MWF","1500-1550","SYN ","Salazar, Anna","22","Open",
"8322","NEUR 301","1","WI: Research Mthds Neuroscienc","4","  WI","Lec","TR","1100-1215","FORBES 2070D","Lipatova, Olga","0","Closed",
"8323","NEUR 301L","1","Research Mthds in Neur Lab","0","","Lab","T","1330-1600","FORBES 2002","Lipatova, Olga","0","Closed",
"8477","NEUR 305","1","Neurobiology","3","","Lec","MWF","1200-1250","LUTR 269","Mitrano, Darlene","0","Closed",
"8324","NEUR 316","ON2","Brain and Cognition","3","","Lec","MWF","0900-0950","SYN ","Rollins, Leslie","2","Open",
"8325","NEUR 410","1","Neurobiology of Memory","3","","Lec","TR","0930-1045","FRMN T113","Lipatova, Olga","9","Open",
"8478","NEUR 430","1","Neurobiology of Addiction","3","","Lec","TR","1100-1215","FORBES 2070A","Mitrano, Darlene","6","Open",
"8326","NEUR 490","1","WI:Senior Sem in Neuroscience","3","  WI","Lec","TR","0800-0915","FORBES 2070C","Velkey, Andrew","1","Open",
"9201","NEUR 490","2","WI:Senior Sem in Neuroscience","3","  WI","Lec","TR","0800-0915","FORBES 1002","Burket, Jessica; Velkey, Andrew","4","Open",
"9449","NEUR 499","1","IND ST: Adult Exec Func &amp; Rdg","3","","Ind","","","ARR ","Cartwright, Kelly","0","Closed",
"9429","OBOE 130","1","Applied Music: Oboe","1 - 2","","Lab","","","ARR ","Longmire, Kelly","0","Closed",
"9382","OBOE 133","1","Applied Music: Oboe","2","","Lab","","","ARR ","Longmire, Kelly","0","Closed",
"9337","OBOE 233","1","Applied Music: Oboe","2","","Lab","","","ARR ","Longmire, Kelly","0","Closed",
"9338","OBOE 333","1","Applied Music: Oboe","2","","Lab","","","ARR ","Longmire, Kelly","0","Closed",
"9339","ORGN 233","1","Applied Music: Organ","2","","Lab","","","ARR ","Cook, Stephen","0","Closed",
"8085","PCSE 498","1","WI:Capstone Proj, Appl Physics","1 - 3","  WI","Ind","F","1400-1515","LUTR 322","Gore, David","2","Open",
"9422","PCSE 503","ON1","Data Acquisition","3","","Lec","MWF","1000-1050","SYN ","Brash, Edward","2","Open",
"8218","PCSE 579","1","Problem Solving &amp; Presentation","1","","Lec","R","1100-1150","LUTR 131","Gore, David","6","Open",
"9316","PCSE 595","1","SPC TP: Computer &amp; System Sec","3","","Lec","TR","0800-0915","LUTR 121","Kreider, Christopher","0","Closed",
"8221","PCSE 699","ON1","Thesis Research","1 - 9","","Ind","M","1200-1250","SYN ","Monaghan, Peter","5","Open",
"9340","PERC 231","ON1","Applied Music: Percussion","1","","Lab","","","SYN ","Jacobson, James","0","Closed",
"9341","PERC 331","ON1","Applied Music: Percussion","1","","Lab","","","SYN ","Jacobson, James","0","Closed",
"9342","PERC 431","ON1","Applied Music: Percussion","1","","Lab","","","SYN ","Jacobson, James","0","Closed",
"8576","PHIL 101","1R","Critical Thinking I","3","  LLFR","Lec","MWF","1500-1550","FORBES 2070A","Pacella, Michael","0","Closed",
"8577","PHIL 101","2R","Critical Thinking I","3","  LLFR","Lec","MW","1800-1915","MCM 310","Pacella, Michael","2","Open",
"8578","PHIL 101","3R","Critical Thinking I","3","  LLFR","Lec","MW","1930-2045","MCM 310","Pacella, Michael","2","Open",
"8581","PHIL 201","1R","Ancient and Medieval Phil","3","  AIGM","Lec","MWF","1200-1250","MCM 216","Silverman, Eric","0","Closed",
"8582","PHIL 201","2C","Ancient and Medieval Phil","3","  AIGM","Lec","MWF","1300-1350","MCM 310","Silverman, Eric","0","Closed",
"8583","PHIL 201","ON1","Ancient and Medieval Phil","3","  AIGM","Lec","MWF","0900-0950","SYN ","Jelinek, Elizabeth","0","Closed",
"8584","PHIL 201","ON2","Ancient and Medieval Phil","3","  AIGM","Lec","MWF","1000-1050","SYN ","Jelinek, Elizabeth","0","Closed",
"8585","PHIL 202","1C","Modern Philosophy","3","  AIWT","Lec","TR","0800-0915","MCM 216","Davidson, James","4","Open",
"8587","PHIL 202","3R","Modern Philosophy","3","  AIWT","Lec","TR","0930-1045","MCM 262","Davidson, James","0","Closed",
"8588","PHIL 202","4R","Modern Philosophy","3","  AIWT","Lec","TR","1100-1215","MCM 212","Davidson, James","0","Closed",
"8586","PHIL 202","ON1","Modern Philosophy","3","  AIWT","Lec","TR","1330-1445","SYN ","Strehle, Stephen","0","Closed",
"8591","PHIL 205","3R","The Anatomy of Thought","3","  LLFR","Lec","TR","1630-1745","MCM 101","Homan, Matthew","13","Open",
"8593","PHIL 205","5R","The Anatomy of Thought","3","  LLFR","Lec","TR","1500-1615","FORBES 2070E","Martin, Edwin","0","Closed",
"8590","PHIL 205","ON1","The Anatomy of Thought","3","  LLFR","Lec","TR","1100-1215","SYN ","Homan, Matthew","2","Open",
"8592","PHIL 205","ON2","The Anatomy of Thought","3","  LLFR","Lec","TR","1330-1445","SYN ","Homan, Matthew","1","Open",
"8594","PHIL 207","1C","Ethical Issues in Business","3","  LLFR","Lec","MW","1800-1915","LUTR 242","Tweedt, Christopher","0","Closed",
"8595","PHIL 207","2M","Ethical Issues in Business","3","  LLFR","Lec","TR","0800-0915","FORBES 2074","Tweedt, Christopher","0","Closed",
"8596","PHIL 207","3M","Ethical Issues in Business","3","  LLFR","Lec","MW","1930-2045","LUTR 269","Tweedt, Christopher","0","Closed",
"8597","PHIL 207","4R","Ethical Issues in Business","3","  LLFR","Lec","TR","0930-1045","FORBES 2074","Tweedt, Christopher","0","Closed",
"8598","PHIL 207","5M","Ethical Issues in Business","3","  LLFR","Lec","MWF","1400-1450","FORBES 1022","Gray, Robert","0","Closed",
"8599","PHIL 207","6R","Ethical Issues in Business","3","  LLFR","Lec","MW","1600-1715","LUTR 264","Gray, Robert","0","Closed",
"8600","PHIL 207","ON1","Ethical Issues in Business","3","  LLFR","Lec","MWF","1500-1550","SYN ","Balay, Joey","0","Closed",
"8601","PHIL 207","ON2","Ethical Issues in Business","3","  LLFR","Lec","MWF","1100-1150","SYN ","Balay, Joey","0","Closed",
"8602","PHIL 215","1","Philosophy and Literature","3","  AIWT","Lec","MWF","1100-1150","TRIB 1213","Hutchinson, Dawn","0","Closed",
"8603","PHIL 304","1","Ethics/Current Value Questions","3","","Lec","TR","1800-1915","MCM 312","Homan, Matthew","3","Open",
"8604","PHIL 317","1","Existentialism","3","  AIWT","Lec","TR","1500-1615","FRMN T113","Balay, Joey","1","Open",
"8605","PHIL 319","1","Phil of Love and Sexuality","3","  AIWT","Lec","MWF","1400-1450","MCM 164","Silverman, Eric","1","Open",
"8606","PHIL 321","ON1","WI:Legal Reasoning","3","  WI","Lec","MW","1600-1715","SYN ","Nelson, Sophia; Redick, Kip","1","Open",
"8607","PHIL 344","ON1","Yoga: Philosophy &amp; Practice","3","  AIGM","Lec","W","1800-2045","SYN ","Schweig, Graham","0","Closed",
"8608","PHIL 451","1","The Great Philosophers","3","","Lec","T","1800-2045","MCM 162","Redick, Kip","0","Closed",
"8609","PHIL 490","ON1","WI: Senior Seminar","3","  WI","Lec","MWF","1300-1350","SYN ","Hutchinson, Dawn","9","Open",
"9368","PHIL 499","1","IND ST: Pragmatic Dharma","2","","Ind","","","ARR ","Thompson, John","0","Closed",
"8086","PHYS 105L","1R","Elementary Physics Lab","1","  AINW","Lab","R","1800-2045","LUTR 301","DeYoung, Russell","0","Closed",
"8087","PHYS 105L","ON1","Elementary Physics Lab","1","  AINW","Lab","W","1800-2045","SYN ","Weygand, Dennis","0","Closed",
"8089","PHYS 141","2M","How Things Work","3","  AINW","Lec","TR","0930-1045","FERG T132","Cole, Leon","0","Closed",
"8088","PHYS 141","ON1","How Things Work","3","  AINW","Lec","TR","1500-1615","SYN ","Cole, Leon","1","Open",
"8090","PHYS 144","1M","Astronomy","3","  AINW","Lec","MW","1600-1715","DSU 255","Walker, Marissa","1","Open",
"8091","PHYS 144","ON1","Astronomy","3","  AINW","Lec","TR","1630-1745","SYN ","Walker, Marissa","0","Closed",
"8093","PHYS 151","ON1","College Physics I","3","  AINW","Lec","TR","1500-1615","SYN ","Fisher, Ryan","1","Open",
"8092","PHYS 151","ON2","College Physics I","3","  AINW","Lec","TR","1100-1215","SYN ","Gerousis, Costa","1","Open",
"8094","PHYS 151","ON3","College Physics I","3","  AINW","Lec","MW","1800-1915","SYN ","Gore, David","33","Open",
"8095","PHYS 151L","1R","College Physics I Laboratory","1","  AINW","Lab","W","1800-2045","LUTR 306","Fernandez, Jose","1","Open",
"8096","PHYS 151L","2R","College Physics I Laboratory","1","  AINW","Lab","R","1800-2045","LUTR 306","Gore, David; Miers, Eric","0","Closed",
"8097","PHYS 151L","3R","College Physics I Laboratory","1","  AINW","Lab","F","0800-1045","LUTR 306","Fernandez, Jose","8","Open",
"8098","PHYS 151L","4R","College Physics I Laboratory","1","  AINW","Lab","R","1330-1615","LUTR 306","Fersch, Robert; Patel, Michael","0","Closed",
"8099","PHYS 151L","5R","College Physics I Laboratory","1","  AINW","Lab","W","1430-1715","LUTR 306","Gore, David; Patel, Michael","3","Open",
"8100","PHYS 151L","6R","College Physics I Laboratory","1","  AINW","Lab","W","1100-1345","LUTR 306","Gore, David; Patel, Michael","1","Open",
"8101","PHYS 151L","7R","College Physics I Laboratory","1","  AINW","Lab","W","0800-1045","LUTR 306","Fernandez, Jose","12","Open",
"8102","PHYS 151L","8R","College Physics I Laboratory","1","  AINW","Lab","R","0800-1045","LUTR 306","Gore, David; Anstett, Michael","7","Open",
"8103","PHYS 152","ON1","College Physics II","3","  AINW","Lec","MWF","1100-1150","SYN ","Cole, Leon","7","Open",
"8104","PHYS 152L","1","College Physics II Laboratory","1","  AINW","Lab","R","1800-2045","LUTR 310","Fernandez, Jose","5","Open",
"8105","PHYS 201","1M","University Physics I","3","  AINW","Lec","MWF","0900-0950","FRMN T113","Fersch, Robert","4","Open",
"8106","PHYS 201","2R","University Physics I","3","  AINW","Lec","TR","1630-1745","LUTR 347","Fersch, Robert","2","Open",
"8107","PHYS 201","ON1","University Physics I","3","  AINW","Lec","TR","1330-1445","SYN ","Walker, Marissa","1","Open",
"8108","PHYS 201L","1R","University Physics I Lab","1","  AINW","Lab","T","1800-2045","LUTR 310","Fersch, Robert; Miers, Eric","2","Open",
"8109","PHYS 201L","2R","University Physics I Lab","1","  AINW","Lab","M","1430-1715","LUTR 310","Gore, David","3","Open",
"8110","PHYS 201L","3R","University Physics I Lab","1","  AINW","Lab","M","1800-2045","LUTR 310","Fersch, Robert; Miers, Eric","1","Open",
"8111","PHYS 201L","4R","University Physics I Lab","1","  AINW","Lab","T","0930-1215","LUTR 310","Fersch, Robert; Anstett, Michael","7","Open",
"8112","PHYS 202","1","University Physics II","3","  AINW","Lec","MWF","0800-0850","LUTR 170","Cole, Leon","8","Open",
"8113","PHYS 202L","ON1","University Physics II Lab","1","  AINW","Lab","M","1800-2045","SYN ","Weygand, Dennis","9","Open",
"8114","PHYS 303","1","University Physics III","3","","Lec","TR","0800-0915","LUTR 170","Fersch, Robert","0","Closed",
"8115","PHYS 304","1","Electrostatics","3","","Lec","MWF","0800-0850","LUTR 322","Heddle, David","6","Open",
"8116","PHYS 341","ON1","Design of Experiments","3","","Lec","MWF","0900-0950","SYN ","Brash, Edward","1","Open",
"8117","PHYS 351","ON1","Modern Physics","3","","Lec","TR","1330-1445","SYN ","Fisher, Ryan","9","Open",
"8118","PHYS 401","1","Adv Topics in Mechanics","3","","Lec","TR","0930-1045","LUTR 323","Monaghan, Peter","3","Open",
"9458","PHYS 402","1","Quantum Physics","3","","Ind","","","ARR ","Heddle, David","0","Closed",
"8119","PHYS 421","ON1","System Design Lab-Data Acqistn","3","","Lec","MWF","1000-1050","SYN ","Brash, Edward","15","Open",
"8219","PHYS 501","1","Models of Dynamical Systems","3","","Lec","TR","0930-1045","LUTR 323","Monaghan, Peter","5","Open",
"9343","PIAN 130","1","Applied Music: Piano","1 - 2","","Lab","","","ARR ","Corbin, Benjamin","0","Closed",
"9383","PIAN 131","1","Applied Music: Piano","1","","Lab","","","ARR ","Corbin, Benjamin","0","Closed",
"9384","PIAN 133","1","Applied Music: Piano","2","","Lab","","","ARR ","Corbin, Benjamin","0","Closed",
"9344","PIAN 231","1","Applied Music: Piano","1","","Lab","","","ARR ","Corbin, Benjamin","0","Closed",
"9345","PIAN 333","1","Applied Music: Piano","2","","Lab","","","ARR ","Corbin, Benjamin","0","Closed",
"9229","PMED 010","ON1","Pre-med Scholars Prgm Act I","0","","Fie","TR","1230-1320","SYN ","Brown, Gwynne","26","Open",
"9230","PMED 020","ON1","Pre-med Scholars Prgm Act II","0","","Fie","TR","1230-1320","SYN ","Brown, Gwynne","11","Open",
"9231","PMED 030","ON1","Pre-med Scholars Prgm Act III","0","","Fie","TR","1230-1320","SYN ","Brown, Gwynne","10","Open",
"9232","PMED 040","ON1","Pre-med Scholars Prgm Act IV","0","","Fie","TR","1230-1320","SYN ","Brown, Gwynne","6","Open",
"8479","POLS 100","1","Political Thought and Society","3","","Lec","MWF","0800-0850","MCM 310","Caballero, Sandra","4","Open",
"8480","POLS 100","2","Political Thought and Society","3","","Lec","MWF","0900-0950","MCM 262","Caballero, Sandra","2","Open",
"8481","POLS 100","3","Political Thought and Society","3","","Lec","TR","1100-1215","LUTR 269","Busch, Nathan","5","Open",
"8485","POLS 101","4C","Power and Politics in America","3","  AIDE","Lec","MWF","1200-1250","MCM 210","Lynerd, Benjamin","0","Closed",
"8486","POLS 101","5C","Power and Politics in America","3","  AIDE","Lec","MWF","1300-1350","MCM 210","Lynerd, Benjamin","0","Closed",
"8482","POLS 101","ON1","Power and Politics in America","3","  AIDE","Lec","MWF","1000-1050","SYN ","Barnello, Michelle","9","Open",
"8487","POLS 101","ON2","Power and Politics in America","3","  AIDE","Lec","MWF","1400-1450","SYN ","Bromley-Trujillo, Rebecca","0","Closed",
"8488","POLS 101","ON3","Power and Politics in America","3","  AIDE","Lec","MWF","1500-1550","SYN ","Bromley-Trujillo, Rebecca","0","Closed",
"8489","POLS 202","1","State and Local Government","3","","Lec","W","1800-2100","MCM 312","Maddrea, Blair","5","Open",
"8491","POLS 204","1","Hate Crime Realities &amp; Consequ","3","","Lec","TR","0930-1045","MCM 216","Greenlee, Harry","3","Open",
"8492","POLS 204","2","Hate Crime Realities &amp; Consequ","3","","Lec","TR","1100-1215","MCM 162","Greenlee, Harry","0","Closed",
"8493","POLS 215","1","Comprtv &amp; Intnl Politics","3","","Lec","MWF","1000-1050","FORBES 2074","Bennett, Devon","4","Open",
"8494","POLS 215","2M","Comprtv &amp; Intnl Politics","3","","Lec","MWF","1100-1150","FORBES 2070C","Bennett, Devon","3","Open",
"8495","POLS 215","ON1","Comprtv &amp; Intnl Politics","3","","Lec","MWF","1200-1250","SYN ","Sun, Taiyi","2","Open",
"8496","POLS 215","ON2","Comprtv &amp; Intnl Politics","3","","Lec","MWF","1300-1350","SYN ","Sun, Taiyi","10","Open",
"8498","POLS 291","ON2","Community Service Internship","1 - 3","","Int","","","ARR ","Barnello, Michelle","11","Open",
"8499","POLS 316","1","Constitutional Law","3","","Lec","TR","1800-1915","MCM 212","Campolongo, John","1","Open",
"8500","POLS 316","2","Constitutional Law","3","","Lec","TR","1930-2045","MCM 360","Campolongo, John","8","Open",
"8502","POLS 323","ON1","American Foreign Policy","3","","Lec","MWF","1300-1350","SYN ","Shelton, Crystal","0","Closed",
"8503","POLS 323","ON2","American Foreign Policy","3","","Lec","MWF","1400-1450","SYN ","Shelton, Crystal","0","Closed",
"8501","POLS 323","ON3","American Foreign Policy","3","","Lec","MWF","1100-1150","SYN ","Shelton, Crystal","0","Closed",
"8504","POLS 327","1","Int&#39;l Law &amp; Int&#39;l Organization","3","","Lec","TR","0930-1045","LUTR 170","Kirkpatrick, Andrew","0","Closed",
"8505","POLS 327","2","Int&#39;l Law &amp; Int&#39;l Organization","3","","Lec","TR","1100-1215","LUTR 170","Kirkpatrick, Andrew","0","Closed",
"8506","POLS 327","3","Int&#39;l Law &amp; Int&#39;l Organization","3","","Lec","TR","1500-1615","LUTR 264","Kirkpatrick, Andrew","0","Closed",
"9234","POLS 330","1","Middle Eastern Politics","3","","Lec","TR","1330-1445","MCM 212","Holt, John","2","Open",
"9235","POLS 330","2","Middle Eastern Politics","3","","Lec","TR","1500-1615","DSU 255","Holt, John","2","Open",
"8509","POLS 340","1","Might and Right Among Nations","3","","Lec","TR","1500-1615","LUTR 137","Busch, Nathan","0","Closed",
"8510","POLS 344","ON1","The Presidency","3","","Lec","TR","1100-1215","SYN ","Camobreco, John","0","Closed",
"8511","POLS 344","ON2","The Presidency","3","","Lec","TR","1330-1445","SYN ","Camobreco, John","0","Closed",
"8514","POLS 352","3","Rsrch Methds &amp; Quant Analysis","3","","Lec","MWF","0900-0950","LUTR 109","Shelton, Crystal","6","Open",
"8512","POLS 352","ON1","Rsrch Methds &amp; Quant Analysis","3","","Lec","TR","1330-1445","SYN ","Chouhoud, Youssef","0","Closed",
"8513","POLS 352","ON2","Rsrch Methds &amp; Quant Analysis","3","","Lec","TR","1500-1615","SYN ","Chouhoud, Youssef","0","Closed",
"8516","POLS 358","1","Modern Political Thought","3","","Lec","MW","1600-1715","LUTR 347","Lynerd, Benjamin","1","Open",
"8517","POLS 363","1","The Judicial Process","3","","Lec","TR","1330-1445","FORBES 2074","Greenlee, Harry","0","Closed",
"8518","POLS 371","1","WI: Public Policy &amp; Governance","3","  WI","Lec","T","1800-2100","LUTR 170","Reiske, William","1","Open",
