CRN,Course,Section,Title,Hours,Area of LLC,Type,Days,Time,Location,Instructor,Seats Still Available,STATUS,
"8548","HIST 122","ON4","Mod Amer: Rcnst to Globl Power","3","  AIWT","Lec","TR","1100-1215","SYN ","Puaca, Laura","0","Closed",
"8552","HIST 210","1R","History of Virginia","3","  AIDE","Lec","MWF","0900-0950","TRIB 208","Hamilton, Phillip","3","Open",
"8553","HIST 212","1M","Viva Zapata! Rev &amp; Peop Lat Am","3","  AIGM","Lec","MWF","1000-1050","MCM 101","Connell, William","5","Open",
"8554","HIST 213","ON1","Greek &amp; Roman Warfare","3","  AIWT","Lec","TR","1100-1215","SYN ","Hyland, John","0","Closed",
"9394","HIST 214","1","The Black Death","3","  AIWT","Lec","MWF","1200-1250","FORBES 2015","Cartwright, Charlotte","1","Open",
"9395","HIST 214","2","The Black Death","3","  AIWT","Lec","MWF","1300-1350","FORBES 3012","Cartwright, Charlotte","1","Open",
"8555","HIST 300","1","WI: Hist Mthd &amp; Historiography","3","  WI","Lec","TR","1330-1445","LUTR 264","Black, Sara","0","Closed",
"8556","HIST 300","2","WI: Hist Mthd &amp; Historiography","3","  WI","Lec","TR","1500-1615","LUTR 372","Black, Sara","0","Closed",
"8557","HIST 302","ON1","The Roman Republic","3","","Lec","TR","1330-1445","SYN ","Hyland, John","0","Closed",
"9285","HIST 304","ON1","U.S. Women&#39;s History","3","","Lec","TR","1330-1445","SYN ","Puaca, Laura","0","Closed",
"8558","HIST 321","1","Soviet History and Beyond","3","","Lec","MWF","1200-1250","LUTR 137","Harshman, Deirdre","0","Closed",
"8559","HIST 326","ON1","Nazi State and the Holocaust","3","","Lec","W","1800-2100","SYN ","Santoro, Anthony","2","Open",
"8560","HIST 336","ON1","American Foreign Relations","3","","Lec","MWF","1000-1050","SYN ","Falk, Andrew","0","Closed",
"8562","HIST 352","ON1","Colonial North America to 1776","3","","Lec","MWF","0900-0950","SYN ","Shuck-Hall, Sheri","0","Closed",
"8563","HIST 354","1","Amer. Revol &amp; Early Republic","3","","Lec","MWF","1100-1150","FORBES 2070E","Hamilton, Phillip","0","Closed",
"8564","HIST 358","ON1","Twentieth Century Am,1961-now","3","","Lec","MWF","1200-1250","SYN ","Sellars, Nigel","1","Open",
"8565","HIST 367","ON1","Modern Chinese History","3","","Lec","TR","1630-1745","SYN ","Xu, Xiaoqun","0","Closed",
"8567","HIST 382","ON1","Disease and Rise of Modern Med","3","","Lec","TR","0930-1045","SYN ","Black, Sara","0","Closed",
"8568","HIST 389","1","Comparative Slavery","3","","Lec","MWF","1400-1450","MCM 210","Wood, Elizabeth","0","Closed",
"8569","HIST 407","1","American Energy &amp; Power","3","","Lec","TR","1500-1615","MCM 362","Allison, James","0","Closed",
"8570","HIST 432","1","WWII in European Memory","3","","Lec","W","1800-2100","MCM 164","Puaca, Brian","0","Closed",
"8571","HIST 462","1","The Mexican Revolution","3","","Lec","MWF","1300-1350","MCM 160","Connell, William","0","Closed",
"8572","HIST 490","1","WI: Senior Seminar","3","  WI","Lec","M","1500-1745","MCM 312","Hamilton, Phillip","5","Open",
"8573","HIST 490","2","WI: Senior Seminar","3","  WI","Lec","T","1800-2045","TRIB 1213","Harshman, Deirdre","0","Closed",
"8574","HIST 510","ON1","The Amer Historian as Teacher","3","","Lec","M","1600-1845","SYN ","Sellars, Nigel","10","Open",
"8575","HIST 570","1","Mthds-Teach/Assess Soc Studies","3","","Lec","W","1600-1845","MCM 364","Wood, Elizabeth","5","Open",
"8289","HONR 010","ON1","First Year Activities","0","  HON","Fie","","","ARR ","Paul, Jay","0","Closed",
"8290","HONR 010","ON2","First Year Activities","0","  HON","Fie","","","ARR ","Paul, Jay","5","Open",
"8291","HONR 010","ON3","First Year Activities","0","  HON","Fie","","","ARR ","Paul, Jay","11","Open",
"8292","HONR 020","ON1","Second Year Activities","0","  HON","Fie","","","ARR ","Paul, Jay","0","Closed",
"8293","HONR 020","ON2","Second Year Activities","0","  HON","Fie","","","ARR ","Paul, Jay","3","Open",
"8294","HONR 020","ON3","Second Year Activities","0","  HON","Fie","","","ARR ","Paul, Jay","27","Open",
"8295","HONR 020","ON4","Second Year Activities","0","  HON","Fie","","","ARR ","Paul, Jay","31","Open",
"8296","HONR 030","ON1","Third Year Activities","0","  HON","Fie","","","ARR ","Paul, Jay","0","Closed",
"8297","HONR 030","ON2","Third Year Activities","0","  HON","Fie","","","ARR ","Paul, Jay","11","Open",
"8298","HONR 030","ON3","Third Year Activities","0","  HON","Fie","","","ARR ","Paul, Jay","25","Open",
"8299","HONR 030","ON4","Third Year Activities","0","  HON","Fie","","","ARR ","Paul, Jay","36","Open",
"8300","HONR 040","ON1","Fourth Year Activities","0","  HON","Fie","","","ARR ","Paul, Jay","0","Closed",
"8301","HONR 040","ON2","Fourth Year Activities","0","  HON","Fie","","","ARR ","Paul, Jay","0","Closed",
"8302","HONR 040","ON3","Fourth Year Activities","0","  HON","Fie","","","ARR ","Paul, Jay","13","Open",
"8305","HONR 100","3C","Myth Matters","3","  HON","Lec","MWF","1400-1450","TRIB 2309","Thompson, John","0","Closed",
"8307","HONR 100","5C","Science With Conscience","3","  HON","Lec","MWF","0900-0950","FORBES 3012","Burke, Russell","0","Closed",
"8879","HONR 100","6C","Secret of Success","3","  HON","Lec","TR","0930-1045","TRIB 1213","Hutchinson, Dawn","0","Closed",
"8969","HONR 100","7C","Cultivating Curiosity","3","  HON","Lec","TR","1100-1215","LUTR 139","Nichols, John","0","Closed",
"8304","HONR 100","ON1","Exploring Emerging Adulthood","3","  HON","Lec","MWF","1000-1050","SYN ","Meyer, Michaela","1","Open",
"8303","HONR 100","ON2","Science and Controversy","3","  HON","Lec","MW","1600-1715","SYN ","Webb, Lisa","0","Closed",
"8306","HONR 100","ON3","Indigenous People in 21st Cen","3","  HON","Lec","TR","1100-1215","SYN ","Loy, Christopher","1","Open",
"8308","HONR 307","1","Jung At Heart","3","  HON","Lec","TR","1800-1915","MCM 210","Salomon, David","5","Open",
"9312","HONR 338","ON1","Women Making Art History","3","  HON","Lec","MW","1600-1715","SYN ","Richardson, Margaret","3","Open",
"8309","HONR 339","1","Dance Studies","3","  HON","Lec","TR; TR","1330-1445; 1330-1445","FRMN G150B; TRIB 208","Bellecci, Ann","3","Open",
"9311","HONR 358","1","Identity. Politics.","3","  HON","Lec","TR","0930-1045","TRIB 2309","Chouhoud, Youssef","2","Open",
"8310","HONR 363","1","The Human across Cultures","3","  HON","Lec","TR","0930-1045","TRIB 208","Jelinek, Elizabeth","3","Open",
"8311","HONR 370","1","Mindreaders","3","  HON","Lec","TR","0930-1045","LUTR 347","Guajardo, Nicole","0","Closed",
"8312","HONR 375","1","Naturalism Across Disciplines","3","  HON","Lec","MWF","1300-1350","MCM 162","Larson, Sharon","1","Open",
"8313","HONR 378","ON1","The Soviet Experiment","3","  HON","Lec","MWF","1000-1050","SYN ","Marinova, Margarita","0","Closed",
"8314","HONR 381","ON1","Major-Related Indpdnt Study","0 - 3","  HON","Ind","","","ARR ","Paul, Jay","0","Closed",
"8315","HONR 382","ON1","HNRS: Civic Engagement","0 - 3","  HON","Pra","","","ARR ","Paul, Jay","1","Open",
"9464","HONR 382","ON2","HNRS: Civic Engagement","0 - 3","  HON","Pra","","","ARR ","Paul, Jay","0","Closed",
"8316","HONR 383","ON1","HNRS: Study Abroad","0 - 3","  HON","Lec","","","ARR ","Paul, Jay","0","Closed",
"8317","HONR 484","ON1","Honors Portfolio","1","  HON","Ind","","","ARR ","Paul, Jay","45","Open",
"8318","HONR 490","1","HNRS WI: Probl in Modern World","3","  HON  WI","Lec","TR","1100-1215","MCM 360","Timani, Hussam","0","Closed",
"8319","HONR 490","ON1","HNRS WI: Probl in Modern World","3","  HON  WI","Lec","MW","1600-1715","SYN ","Paul, Jay","0","Closed",
"8320","HONR 490","ON2","HNRS WI: Probl in Modern World","3","  HON  WI","Lec","TR","1330-1445","SYN ","Paul, Jay","1","Open",
"8321","HONR 490","ON3","HNRS WI: Probl in Modern World","3","  HON  WI","Lec","TR","1500-1615","SYN ","Timmer, Andria","0","Closed",
"9413","HORN 130","1","Applied Music: Horn","1 - 2","","Lab","","","ARR ","Shawger, John","0","Closed",
"9381","HORN 131","1","Applied Music: Horn","1","","Lab","","","ARR ","Shawger, John","0","Closed",
"9335","HORN 231","1","Applied Music: Horn","1","","Lab","","","ARR ","Shawger, John","0","Closed",
"9336","HORN 333","1","Applied Music: Horn","2","","Lab","","","ARR ","Wilder, Jacob","0","Closed",
"9278","IDST 240","ON1","Medieval &amp; Renaissance Persp","3","  AIWT","Lec","MWF","1300-1350","SYN ","Godwin, Laura","8","Open",
"9248","IDST 250","ON1","Intro Civic Engmnt &amp; Soc Just","3","","Lec","W","1800-2045","SYN ","Gagnon, Elizabeth","1","Open",
"8920","IDST 255","ON1","Intro to Women&#39;s &amp; Gender Stud","3","  AIGM","Lec","TR","1330-1445","SYN ","Stern, Danielle","1","Open",
"8956","IDST 267","1M","Intro - Latin American Studies","3","  AIGM","Lec","MWF","1400-1450","DSU 255","Connell, William","8","Open",
"9301","IDST 270","ON1","Intro to Digital Humanities","3","","Lec","MWF","1500-1550","SYN ","Stover, Deanna","0","Closed",
"9367","IDST 270","ON2","Intro to Digital Humanities","3","","Lec","MW","1600-1715","SYN ","Wright, Mary","5","Open",
"8686","IDST 277","1","Intro to Museum Studies","3","","Lec","TR","0930-1045","FERG 210","Erhardt, Michelle","0","Closed",
"9182","IDST 490","1","EVST Capstone Project","3","","Ind","","","ARR ","Kirkpatrick, Andrew","0","Closed",
"8958","ITAL 101","2R","Beginning Italian I","3","","Lec","MWF","1000-1050","LUTR 142","Sorbera, Valentina","1","Open",
"8959","ITAL 201","1","Intermediate Italian I","3","  LLFL","Lec","MWF","1100-1150","LUTR 142","Sorbera, Valentina","0","Closed",
"8960","LATN 101","1R","Beginning Latin I","3","","Lec","MWF","1400-1450","FORBES 2074","Buszard, Bradley","0","Closed",
"8961","LATN 101","2R","Beginning Latin I","3","","Lec","MWF","1500-1550","FORBES 2074","Buszard, Bradley","3","Open",
"8962","LATN 200","1R","Latin and Its Living Legacy","3","  LLFL","Lec","MWF","0900-0950","MCM 210","Adamitis, Jana","2","Open",
"8963","LATN 200","2R","Latin and Its Living Legacy","3","  LLFL","Lec","MWF","1000-1050","MCM 210","Adamitis, Jana","1","Open",
"8964","LATN 200","3R","Latin and Its Living Legacy","3","  LLFL","Lec","MWF","1200-1250","LUTR 347","Adamitis, Jana","1","Open",
"8966","LATN 200","ON1","Latin and Its Living Legacy","3","  LLFL","Lec","MWF","1300-1350","SYN ","Adamitis, Jana","2","Open",
"8967","LATN 303","1","Roman Orators","3","  LLFL","Lec","MWF","1000-1050","MCM 257","Buszard, Bradley; Pollio, David","2","Open",
"8968","LATN 403","1","Roman Orators","3","  LLFL","Lec","MWF","1000-1050","MCM 257","Buszard, Bradley; Pollio, David","2","Open",
"9106","LDSP 210","12C","Self, Group, and Leadership","3","","Lec","MW","1800-1915","FORBES 2015","Hunter, Lacey Grey","1","Open",
"9107","LDSP 210","13F","Self, Group, and Leadership","3","","Lec","MW","1930-2045","LUTR 264","Reddy, William","1","Open",
"9108","LDSP 210","14F","Self, Group, and Leadership","3","","Lec","TR","1500-1615","LUTR 242","Heuvel, Lisa","0","Closed",
"9109","LDSP 210","15C","Self, Group, and Leadership","3","","Lec","TR","1630-1745","LUTR 242","Heuvel, Lisa","0","Closed",
"9110","LDSP 210","16F","Self, Group, and Leadership","3","","Lec","TR","1800-1915","LUTR 372","Hench, Jessica","0","Closed",
"9111","LDSP 210","17C","Self, Group, and Leadership","3","","Lec","TR","1930-2045","LUTR 372","Hench, Jessica","1","Open",
"9112","LDSP 210","18F","Self, Group, and Leadership","3","","Lec","TR","0800-0915","LUTR 242","Slaughter, Mary","2","Open",
"9113","LDSP 210","19C","Self, Group, and Leadership","3","","Lec","TR","0930-1045","LUTR 242","Slaughter, Mary","0","Closed",
"9115","LDSP 210","20C","Self, Group, and Leadership","3","","Lec","MW","1800-1915","MCM 162","Byrd-Poller, Lynda","2","Open",
"9116","LDSP 210","21F","Self, Group, and Leadership","3","","Lec","MW","1930-2045","MCM 162","Byrd-Poller, Lynda","0","Closed",
"9265","LDSP 210","22F","Self, Group, and Leadership","3","","Lec","M","1800-2100","TRIB 208","Tanner, Kelly","0","Closed",
"9375","LDSP 210","23F","Self, Group, and Leadership","3","","Lec","W","1800-2100","MCM 160","Tanner, Kelly","2","Open",
"9399","LDSP 210","24","Self, Group, and Leadership","3","","Lec","TR","1930-2045","LUTR 139","Harris, Alana","2","Open",
"9098","LDSP 210","4C","Self, Group, and Leadership","3","","Lec","MWF","1100-1150","MCM 312","Cusher, Brent","0","Closed",
"9099","LDSP 210","5C","Self, Group, and Leadership","3","","Lec","MWF","1200-1250","MCM 160","Cusher, Brent","0","Closed",
"9100","LDSP 210","6F","Self, Group, and Leadership","3","","Lec","MWF","1500-1550","TRIB 2309","Heuvel, Sean","0","Closed",
"9101","LDSP 210","7C","Self, Group, and Leadership","3","","Lec","TR","1800-1915","FORBES 2070E","Chace, Sarah","0","Closed",
"9102","LDSP 210","8F","Self, Group, and Leadership","3","","Lec","TR","1630-1745","FORBES 2070A","Chace, Sarah","0","Closed",
"9103","LDSP 210","ON1","Self, Group, and Leadership","3","","Lec","TR","1330-1445","SYN ","Waters, Molly","0","Closed",
"9104","LDSP 210","ON2","Self, Group, and Leadership","3","","Lec","TR","1100-1215","SYN ","Waters, Molly","0","Closed",
"9105","LDSP 210","ON3","Self, Group, and Leadership","3","","Lec","TR","1500-1615","SYN ","Waters, Molly","0","Closed",
"9096","LDSP 210","ON4","Self, Group, and Leadership","3","","Lec","MWF","0900-0950","SYN ","Throupe, Lori","2","Open",
"9097","LDSP 210","ON5","Self, Group, and Leadership","3","","Lec","MWF","1000-1050","SYN ","Throupe, Lori","0","Closed",
"9095","LDSP 210","ON6","Self, Group, and Leadership","3","","Lec","MWF","1400-1450","SYN ","Callahan, Kathleen","2","Open",
"9401","LDSP 210","ON7","Self, Group, and Leadership","3","","Lec","MWF","1300-1350","SYN ","Callahan, Kathleen","2","Open",
"9249","LDSP 320","1","Leadership Through the Ages","3","","Lec","TR","0800-0915","MCM 262","Lapke, Shalyn","2","Open",
"9252","LDSP 320","4","Leadership Through the Ages","3","","Lec","MWF","1300-1350","LUTR 264","Heuvel, Sean","0","Closed",
"9253","LDSP 320","5","Leadership Through the Ages","3","","Lec","MWF","1200-1250","LUTR 242","Heuvel, Sean","0","Closed",
"9250","LDSP 320","ON1","Leadership Through the Ages","3","","Lec","MWF","0900-0950","SYN ","Tian, Qingyan","0","Closed",
"9251","LDSP 320","ON2","Leadership Through the Ages","3","","Lec","MWF","1000-1050","SYN ","Tian, Qingyan","1","Open",
"9254","LDSP 320","ON3","Leadership Through the Ages","3","","Lec","TR","1500-1615","SYN ","Callahan, Kathleen","0","Closed",
"9255","LDSP 320","ON4","Leadership Through the Ages","3","","Lec","TR","1330-1445","SYN ","Callahan, Kathleen","0","Closed",
"9256","LDSP 320","ON5","Leadership Through the Ages","3","","Lec","TR","1100-1215","SYN ","Throupe, Lori","0","Closed",
"9257","LDSP 320","ON6","Leadership Through the Ages","3","","Lec","TR","0930-1045","SYN ","Throupe, Lori","0","Closed",
"9117","LDSP 330","ON3","Cross-Cultural Leadership","3","AIGM","Lec","MWF","1400-1450","SYN ","Tian, Qingyan","0","Closed",
"9129","LDSP 337","ON1","Higher Education Leadership","3","","Lec","MW","1600-1715","SYN ","Callahan, Kathleen","2","Open",
"9119","LDSP 360","1","Promises &amp; Perils of Ambition","3","","Lec","MWF","0900-0950","FERG 201","Cusher, Brent","0","Closed",
"9125","LDSP 386","6","Values Leadership","3","","Lec","MWF","1100-1150","LUTR 170","Redekop, Benjamin","0","Closed",
"9126","LDSP 386","7","Values Leadership","3","","Lec","MWF","1300-1350","TRIB 2309","Redekop, Benjamin","1","Open",
"9124","LDSP 386","ON1","Values Leadership","3","","Lec","MW","1600-1715","SYN ","Shollen, S.","0","Closed",
"9120","LDSP 386","ON2","Values Leadership","3","","Lec","TR","0800-0915","SYN ","Harter, Nathan","1","Open",
"9121","LDSP 386","ON3","Values Leadership","3","","Lec","TR","0930-1045","SYN ","Harter, Nathan","0","Closed",
"9321","LDSP 386","ON4","Values Leadership","3","","Lec","TR","1630-1745","SYN ","Harter, Nathan","4","Open",
"9123","LDSP 386","ON5","Values Leadership","3","","Lec","TR","1100-1215","SYN ","Gagnon, Elizabeth","0","Closed",
"9122","LDSP 386","ON6","Values Leadership","3","","Lec","W","1800-2100","SYN ","Waters, Molly","0","Closed",
"9266","LDSP 395","1","SPC TP: LDSP Communications","3","","Lec","T","1800-2100","LUTR 242","Lapke, Shalyn","1","Open",
"9267","LDSP 395","2","SPC TP: Outdoor Leadership","3","","Lec","MW","1800-1915","MCM 260","Redekop, Benjamin","0","Closed",
"9268","LDSP 395","ON1","SPC TP: Indigenous Persp LDSP","3","","Lec","M","1800-2100","SYN ","Sheffield, Ron","0","Closed",
"9465","LDSP 399","1","IND ST: Leadership &amp; COVID 19","3","","Ind","","","ARR ","Chace, Sarah","0","Closed",
"9281","LDSP 438","1","Adaptive Change &amp; Grp Process","3","","Lec","W","1800-2100","FORBES 2074","Chace, Sarah","0","Closed",
"9282","LDSP 438","ON1","Adaptive Change &amp; Grp Process","3","","Lec","TR","1500-1615","SYN ","Gagnon, Elizabeth","2","Open",
"8224","MATH 115","3M","Contemporary Mathematics","3","  LLFM","Lec","MW","1800-1915","MCM 101","McHenry, William","13","Open",
"8225","MATH 115","4M","Contemporary Mathematics","3","  LLFM","Lec","TR","1800-1915","FORBES 2074","Clark, Mary Eunice Joy","7","Open",
"8226","MATH 115","5M","Contemporary Mathematics","3","  LLFM","Lec","TR","1330-1445","FORBES 1022","Carpenter, Ryan","6","Open",
"8227","MATH 115","6","Contemporary Mathematics","3","  LLFM","Lec","TR","1500-1615","MCM 210","Samuels, Charles","6","Open",
"8222","MATH 115","ON1","Contemporary Mathematics","3","  LLFM","Lec","MWF","0900-0950","SYN ","Tong, Zheng","6","Open",
"8223","MATH 115","ON2","Contemporary Mathematics","3","  LLFM","Lec","MWF","1100-1150","SYN ","Tong, Zheng","0","Closed",
"8228","MATH 120","ON1","The Saga of Mathematics","3","  LLFM","Lec","TR","0930-1045","SYN ","Lenhart, Sara","0","Closed",
"8238","MATH 125","10M","Elementary Statistics","3","  LLFM","Lec","TR","1100-1215","FRMN T113","Curl, Emelie","0","Closed",
"8239","MATH 125","11M","Elementary Statistics","3","  LLFM","Lec","TR","1500-1615","FORBES 1022","Clark, Mary Eunice Joy","1","Open",
"8240","MATH 125","12M","Elementary Statistics","3","  LLFM","Lec","TR","1630-1745","FORBES 1022","Clark, Mary Eunice Joy","1","Open",
"8242","MATH 125","14M","Elementary Statistics","3","  LLFM","Lec","MWF","1500-1550","FORBES 1022","Curl, Emelie","0","Closed",
"8243","MATH 125","15M","Elementary Statistics","3","  LLFM","Lec","TR","0930-1045","FORBES 1022","Carpenter, Ryan","1","Open",
"8230","MATH 125","2M","Elementary Statistics","3","  LLFM","Lec","MWF","1000-1050","FORBES 1022","Fogarty, Neville","0","Closed",
"8231","MATH 125","3M","Elementary Statistics","3","  LLFM","Lec","MWF","1200-1250","FORBES 1022","Fogarty, Neville","0","Closed",
"8235","MATH 125","7M","Elementary Statistics","3","  LLFM","Lec","MWF","1300-1350","FORBES 1022","Curl, Emelie","0","Closed",
"8236","MATH 125","8M","Elementary Statistics","3","  LLFM","Lec","TR","1800-1915","FORBES 1022","Delmage, Erin","1","Open",
"8237","MATH 125","9M","Elementary Statistics","3","  LLFM","Lec","TR","0800-0915","FORBES 1022","Kennedy, Christopher","0","Closed",
"8233","MATH 125","ON1","Elementary Statistics","3","  LLFM","Lec","MW","1800-1915","SYN ","Morena, Matthew","1","Open",
"8241","MATH 125","ON2","Elementary Statistics","3","  LLFM","Lec","MW","1600-1715","SYN ","Perry, James","4","Open",
"8232","MATH 125","ON3","Elementary Statistics","3","  LLFM","Lec","MWF","1400-1450","SYN ","Tong, Zheng","0","Closed",
"8229","MATH 125","ON4","Elementary Statistics","3","  LLFM","Lec","MWF","0800-0850","SYN ","Williams, Marla","0","Closed",
"8244","MATH 127","1R","Elementary Cryptography","3","  LLFM","Lec","MWF","0900-0950","FORBES 2070C","Fogarty, Neville","5","Open",
"8245","MATH 127","2R","Elementary Cryptography","3","  LLFM","Lec","MWF","1200-1250","FORBES 3014","Kennedy, Christopher","5","Open",
"8247","MATH 130","1M","Precalculus","3","  LLFM","Lec","MWF","0800-0850","LUTR 121","Chen, Hongwei","8","Open",
"8249","MATH 130","3M","Precalculus","3","  LLFM","Lec","MWF","1200-1250","MCM 101","Williams, Marla","2","Open",
"8250","MATH 130","4M","Precalculus","3","  LLFM","Lec","MWF","1400-1450","LUTR 376","Perry, James","3","Open",
"8251","MATH 130","5","Precalculus","3","  LLFM","Lec","MWF","1400-1450","MCM 101","Williams, Marla","8","Open",
"8248","MATH 130","ON1","Precalculus","3","  LLFM","Lec","MWF","1000-1050","SYN ","Tong, Zheng","0","Closed",
"8252","MATH 131","1","Math for the Life Sciences","3","  LLFM","Lec","MWF","1100-1150","LUTR 139","Bradie, Brian","1","Open",
"8253","MATH 131","2","Math for the Life Sciences","3","  LLFM","Lec","MWF","1500-1550","LUTR 376","Samuels, Charles","17","Open",
"8254","MATH 132","1","Concepts for Calculus","3","","Lec","MW","1800-1915","LUTR 347","Perry, James","15","Open",
"8258","MATH 135","3","Calculus for Busn/Social Sci","3","  LLFM","Lec","MWF","1300-1350","MCM 101","Caggiano, Stephanie","0","Closed",
"8259","MATH 135","4","Calculus for Busn/Social Sci","3","  LLFM","Lec","MW","1600-1715","LUTR 137","Martin, James","3","Open",
"8260","MATH 135","5","Calculus for Busn/Social Sci","3","  LLFM","Lec","MW","1800-1915","LUTR 372","Kidd, Holly","17","Open",
"8261","MATH 135","6","Calculus for Busn/Social Sci","3","  LLFM","Lec","MWF","0900-0950","LUTR 121","Curl, Emelie","2","Open",
"8256","MATH 135","ON1","Calculus for Busn/Social Sci","3","  LLFM","Lec","MWF","1500-1550","SYN ","Panayotova, Iordanka","3","Open",
"8257","MATH 135","ON2","Calculus for Busn/Social Sci","3","  LLFM","Lec","MWF","1100-1150","SYN ","Dobrescu, Mihaela","1","Open",
"8263","MATH 140","1M","Calculus and Analytic Geometry","4","  LLFM","Lec","MTWRF","0800-0850","MCM 101","Carpenter, Ryan","4","Open",
"8264","MATH 140","2","Calculus and Analytic Geometry","4","  LLFM","Lec","MWF; TR","0900-0950; 0930-1020","MCM 101; MCM 101","Caggiano, Stephanie","2","Open",
"8266","MATH 140","4","Calculus and Analytic Geometry","4","  LLFM","Lec","MTWRF","1500-1550","LUTR 347","Kelly, James","5","Open",
"8267","MATH 140","5M","Calculus and Analytic Geometry","4","  LLFM","Lec","MWF; TR","1300-1350; 1330-1420","LUTR 376; LUTR 376","Kelly, Jessica","0","Closed",
"8265","MATH 140","ON1","Calculus and Analytic Geometry","4","  LLFM","Lec","MTWRF","1100-1150","SYN ","Panayotova, Iordanka","6","Open",
"8269","MATH 235","1","Applied Matrix Techniques","3","  LLFM","Lec","MWF","1300-1350","MCM 212","Kelly, James","0","Closed",
"8270","MATH 235","2","Applied Matrix Techniques","3","  LLFM","Lec","TR","1500-1615","LUTR 170","Williams, Marla","1","Open",
"8272","MATH 240","2","Intermediate Calculus","4","  LLFM","Lec","MW; F","1000-1115; 1000-1050","LUTR 269; LUTR 269","Chen, Hongwei","1","Open",
"8273","MATH 240","3","Intermediate Calculus","4","  LLFM","Lec","MW; F","1200-1315; 1200-1250","LUTR 170; LUTR 170","Martin, James","0","Closed",
"8274","MATH 240","ON1","Intermediate Calculus","4","  LLFM","Lec","MW; F","1400-1515; 1400-1450","SYN ; SYN ","Dobrescu, Mihaela","0","Closed",
"8275","MATH 245","1","Proofs and Discrete Math","3","  LLFM","Lec","MWF","0800-0850","LUTR 372","Kelly, Jessica","8","Open",
"8276","MATH 250","1","Multivariable Calculus","3","  LLFM","Lec","MWF","1000-1050","LUTR 372","Bradie, Brian","0","Closed",
"8277","MATH 250","2","Multivariable Calculus","3","  LLFM","Lec","TR","1330-1445","MCM 262","Morena, Matthew","0","Closed",
"8278","MATH 260","1","Linear Algebra","3","  LLFM","Lec","MWF","1200-1250","LUTR 376","Chen, Hongwei","1","Open",
"8279","MATH 260","2","Linear Algebra","3","  LLFM","Lec","TR","0800-0915","LUTR 167","Martin, James","5","Open",
"8280","MATH 301","1","WI: Writing in Mathematics","1","  LLFM  WI","Lec","F","1100-1150","FORBES 3014","Kennedy, Christopher","0","Closed",
"9366","MATH 301","3","WI: Writing in Mathematics","1","  LLFM  WI","Lec","R","1630-1745","MCM 114","Kelly, James","0","Closed",
"8282","MATH 320","ON1","Ordinary Differentl Equations","3","  LLFM","Lec","TR","0930-1045","SYN ","Dobrescu, Mihaela","0","Closed",
"8283","MATH 335","1","Applied Probability","3","  LLFM","Lec","MWF","0900-0950","LUTR 372","Kelly, Jessica","0","Closed",
"8284","MATH 360","1","Real Analysis I","3","  LLFM","Lec","MWF","1300-1350","LUTR 242","Samuels, Charles","3","Open",
"8285","MATH 365","1","Topology","3","","Lec","TR","1330-1445","LUTR 352","Kelly, James","4","Open",
"8286","MATH 370","1","Modern Algebra I","3","  LLFM","Lec","MWF","1100-1150","MCM 114","Perry, James","1","Open",
"8287","MATH 390","1","Operations Research","3","  LLFM","Lec","MWF","1200-1250","LUTR 372","Carpenter, Ryan","8","Open",
"8288","MATH 410","ON1","Adv Ordinary Diff Equations","3","  LLFM","Lec","MWF","1400-1450","SYN ","Panayotova, Iordanka","15","Open",
"9466","MATH 499","1","IND ST: Chaotic Linear Dynamic","1","  LLFM","Ind","F","1100-1150","ARR ","Kelly, James","0","Closed",
"9469","MATH 499","2","IND ST: Math Modeling Extensns","1","  LLFM","Ind","T","0900-1000","ARR ","Kelly, Jessica","0","Closed",
"8687","MATH 538","1","Apprenticeship - Teaching Math","3","  LLFM","Pra","","","ARR ","Lenhart, Sara","3","Open",
"8688","MATH 570","1","Teaching of Elementary Math","3","  LLFM","Lec","M","1600-1845","FORBES 3014","Lenhart, Sara","0","Closed",
"8689","MATH 570","2","Teaching of Elementary Math","3","  LLFM","Lec","M","1900-2145","FORBES 3014","Lenhart, Sara","6","Open",
"8203","MGMT 400","1","Human Resource Management","3","","Lec","MWF","1300-1350","LUTR 347","Hench, Jessica","0","Closed",
"8204","MGMT 400","2","Human Resource Management","3","","Lec","MWF","1400-1450","LUTR 137","Hench, Jessica","0","Closed",
"8205","MGMT 410","ON1","Supply Chain Management","3","","Lec","MWF","1000-1050","SYN ","Shaltayev, Dmitriy","5","Open",
"8206","MGMT 410","ON2","Supply Chain Management","3","","Lec","MWF","1100-1150","SYN ","Shaltayev, Dmitriy","6","Open",
"8207","MGMT 491","1","WI: Senior Sem in Management","3","  WI","Lec","TR","1330-1445","LUTR 242","Donaldson, William","0","Closed",
"9412","MGMT 499","1","IND ST: Nonprofit Management","3","","Ind","","","ARR ","Donaldson, William","0","Closed",
"9372","MKTG 310","ON1","Interactive Marketing","3","","Ind","","","SYN ","Kim, Dae-Hee","0","Closed",
"8208","MKTG 455","ON1","Database Marketing","3","","Lec","TR","1630-1745","SYN ","Kim, Dae-Hee","0","Closed",
"8209","MKTG 455","ON2","Database Marketing","3","","Lec","TR","1800-1915","SYN ","Kim, Dae-Hee","5","Open",
"8210","MKTG 460","1","Integrated Marketing Communic","3","","Lec","TR","0930-1045","LUTR 142","Hettche, Matthew","0","Closed",
